"","key_ID","parliament_ID","session_ID","division_ID","division_number","date","type","bill_ID","bill_number","result","yea","nay","paired"
"722",722,42,"1","42-1-722",722,"2018-06-04","Bill: concurrence at report stage","42-1-C-47","C-47","Agreed To","160","119","4"
"723",723,42,"1","42-1-723",723,"2018-06-04","Bill: third reading","42-1-C-57","C-57","Agreed To","278","0","4"
"724",724,42,"1","42-1-724",724,"2018-06-05","Motion (opposition)","None","None","Negatived","40","245","0"
"725",725,42,"1","42-1-725",725,"2018-06-06","Bill: second reading","42-1-C-391","C-391","Agreed To","279","0","0"
"726",726,42,"1","42-1-726",726,"2018-06-06","Bill: second reading","42-1-C-395","C-395","Negatived","116","167","0"
"727",727,42,"1","42-1-727",727,"2018-06-06","Bill: second reading","42-1-C-396","C-396","Negatived","119","159","0"
"728",728,42,"1","42-1-728",728,"2018-06-06","Motion (private members' business)","None","None","Agreed To","273","5","0"
"729",729,42,"1","42-1-729",729,"2018-06-06","Motion (private members' business)","None","None","Agreed To","278","0","0"
"730",730,42,"1","42-1-730",730,"2018-06-06","Bill: second reading","42-1-C-394","C-394","Negatived","91","188","0"
"731",731,42,"1","42-1-731",731,"2018-06-06","Bill: concurrence at report stage","42-1-S-228","S-228","Agreed To","197","78","0"
"732",732,42,"1","42-1-732",732,"2018-06-06","Bill: third reading","42-1-C-74","C-74","Negatived","80","200","0"
"733",733,42,"1","42-1-733",733,"2018-06-06","Bill: recommittal to a committee","42-1-C-74","C-74","Negatived","81","199","0"
"734",734,42,"1","42-1-734",734,"2018-06-06","Bill: third reading","42-1-C-74","C-74","Agreed To","159","121","0"
"735",735,42,"1","42-1-735",735,"2018-06-06","Motion (to proceed to Orders of the Day)","None","None","Agreed To","156","107","0"
"736",736,42,"1","42-1-736",736,"2018-06-06","Bill: time allocation","42-1-C-69","C-69","Agreed To","150","65","0"
"737",737,42,"1","42-1-737",737,"2018-06-06","Bill: time allocation","42-1-C-59","C-59","Agreed To","148","55","0"
"738",738,42,"1","42-1-738",738,"2018-06-07","Motion (to proceed to Orders of the Day)","None","None","Agreed To","154","100","0"
"739",739,42,"1","42-1-739",739,"2018-06-11","Bill: amendment at report stage","42-1-C-69","C-69","Negatived","80","211","2"
"740",740,42,"1","42-1-740",740,"2018-06-11","Bill: amendment at report stage","42-1-C-69","C-69","Negatived","44","247","2"
"741",741,42,"1","42-1-741",741,"2018-06-11","Bill: amendment at report stage","42-1-C-69","C-69","Negatived","44","247","2"
"742",742,42,"1","42-1-742",742,"2018-06-11","Bill: amendment at report stage","42-1-C-69","C-69","Negatived","44","247","2"
"743",743,42,"1","42-1-743",743,"2018-06-11","Bill: amendment at report stage","42-1-C-69","C-69","Negatived","44","247","2"
"744",744,42,"1","42-1-744",744,"2018-06-11","Bill: amendment at report stage","42-1-C-69","C-69","Negatived","80","211","2"
"745",745,42,"1","42-1-745",745,"2018-06-11","Bill: concurrence at report stage","42-1-C-69","C-69","Agreed To","166","125","2"
"746",746,42,"1","42-1-746",746,"2018-06-11","Bill: amendment at report stage","42-1-C-59","C-59","Negatived","41","251","2"
"747",747,42,"1","42-1-747",747,"2018-06-11","Bill: concurrence at report stage","42-1-C-59","C-59","Agreed To","168","125","2"
"748",748,42,"1","42-1-748",748,"2018-06-11","Bill: second reading","42-1-C-75","C-75","Negatived","85","208","2"
"749",749,42,"1","42-1-749",749,"2018-06-11","Bill: second reading","42-1-C-75","C-75","Negatived","81","212","2"
"750",750,42,"1","42-1-750",750,"2018-06-11","Bill: second reading","42-1-C-75","C-75","Agreed To","173","120","2"
"751",751,42,"1","42-1-751",751,"2018-06-11","Bill: third reading","42-1-C-47","C-47","Negatived","45","248","2"
"752",752,42,"1","42-1-752",752,"2018-06-11","Bill: third reading","42-1-C-47","C-47","Agreed To","167","126","2"
"753",753,42,"1","42-1-753",753,"2018-06-11","Bill: time allocation","42-1-C-68","C-68","Agreed To","169","80","2"
"754",754,42,"1","42-1-754",754,"2018-06-12","Motion (opposition)","None","None","Agreed To","248","45","0"
"755",755,42,"1","42-1-755",755,"2018-06-13","Bill: concurrence at report stage","42-1-S-210","S-210","Agreed To","293","1","0"
"756",756,42,"1","42-1-756",756,"2018-06-13","Motion (private members' business)","None","None","Agreed To","295","0","0"
"757",757,42,"1","42-1-757",757,"2018-06-13","Motion (opposition)","None","None","Negatived","48","245","0"
"758",758,42,"1","42-1-758",758,"2018-06-13","Bill: third reading","42-1-C-344","C-344","Agreed To","200","93","0"
"759",759,42,"1","42-1-759",759,"2018-06-13","Bill: amendment at report stage","42-1-C-68","C-68","Negatived","84","210","0"
"760",760,42,"1","42-1-760",760,"2018-06-13","Bill: concurrence at report stage","42-1-C-68","C-68","Agreed To","201","92","0"
"761",761,42,"1","42-1-761",761,"2018-06-14","Motion (opposition)","None","None","Negatived","71","184","6"
"762",762,42,"1","42-1-762",762,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","77","6"
"763",763,42,"1","42-1-763",763,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","78","6"
"764",764,42,"1","42-1-764",764,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","79","6"
"765",765,42,"1","42-1-765",765,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","78","6"
"766",766,42,"1","42-1-766",766,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","79","6"
"767",767,42,"1","42-1-767",767,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","79","6"
"768",768,42,"1","42-1-768",768,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","182","76","6"
"769",769,42,"1","42-1-769",769,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","189","69","6"
"770",770,42,"1","42-1-770",770,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","76","6"
"771",771,42,"1","42-1-771",771,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","76","6"
"772",772,42,"1","42-1-772",772,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","181","74","6"
"773",773,42,"1","42-1-773",773,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","175","75","6"
"774",774,42,"1","42-1-774",774,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","174","77","6"
"775",775,42,"1","42-1-775",775,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","173","74","6"
"776",776,42,"1","42-1-776",776,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","173","71","6"
"777",777,42,"1","42-1-777",777,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","161","70","6"
"778",778,42,"1","42-1-778",778,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","159","67","6"
"779",779,42,"1","42-1-779",779,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","157","64","6"
"780",780,42,"1","42-1-780",780,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","156","62","6"
"781",781,42,"1","42-1-781",781,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","156","59","6"
"782",782,42,"1","42-1-782",782,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","152","56","6"
"783",783,42,"1","42-1-783",783,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","153","50","6"
"784",784,42,"1","42-1-784",784,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","155","52","6"
"785",785,42,"1","42-1-785",785,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","152","51","6"
"786",786,42,"1","42-1-786",786,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","135","53","6"
"787",787,42,"1","42-1-787",787,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","136","49","6"
"788",788,42,"1","42-1-788",788,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","138","50","6"
"789",789,42,"1","42-1-789",789,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","134","50","6"
"790",790,42,"1","42-1-790",790,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","134","50","6"
"791",791,42,"1","42-1-791",791,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","135","50","6"
"792",792,42,"1","42-1-792",792,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","139","50","6"
"793",793,42,"1","42-1-793",793,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","145","42","6"
"794",794,42,"1","42-1-794",794,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","143","48","6"
"795",795,42,"1","42-1-795",795,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","138","46","6"
"796",796,42,"1","42-1-796",796,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","141","46","6"
"797",797,42,"1","42-1-797",797,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","141","44","6"
"798",798,42,"1","42-1-798",798,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","141","41","6"
"799",799,42,"1","42-1-799",799,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","144","38","6"
"800",800,42,"1","42-1-800",800,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","140","42","6"
"801",801,42,"1","42-1-801",801,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","142","42","6"
"802",802,42,"1","42-1-802",802,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","145","38","6"
"803",803,42,"1","42-1-803",803,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","143","44","6"
"804",804,42,"1","42-1-804",804,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","123","44","6"
"805",805,42,"1","42-1-805",805,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","126","41","6"
"806",806,42,"1","42-1-806",806,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","134","44","6"
"807",807,42,"1","42-1-807",807,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","133","41","6"
"808",808,42,"1","42-1-808",808,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","132","44","6"
"809",809,42,"1","42-1-809",809,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","131","44","6"
"810",810,42,"1","42-1-810",810,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","131","42","6"
"811",811,42,"1","42-1-811",811,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","137","37","6"
"812",812,42,"1","42-1-812",812,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","137","39","6"
"813",813,42,"1","42-1-813",813,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","139","37","6"
"814",814,42,"1","42-1-814",814,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","128","36","6"
"815",815,42,"1","42-1-815",815,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","126","38","6"
"816",816,42,"1","42-1-816",816,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","129","44","6"
"817",817,42,"1","42-1-817",817,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","130","43","6"
"818",818,42,"1","42-1-818",818,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","125","37","6"
"819",819,42,"1","42-1-819",819,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","118","33","6"
"820",820,42,"1","42-1-820",820,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","117","32","6"
"821",821,42,"1","42-1-821",821,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","117","25","6"
"822",822,42,"1","42-1-822",822,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","122","23","6"
"823",823,42,"1","42-1-823",823,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","123","23","6"
"824",824,42,"1","42-1-824",824,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","124","23","6"
"825",825,42,"1","42-1-825",825,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","127","30","6"
"826",826,42,"1","42-1-826",826,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","125","35","6"
"827",827,42,"1","42-1-827",827,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","124","38","6"
"828",828,42,"1","42-1-828",828,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","128","35","6"
"829",829,42,"1","42-1-829",829,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","131","30","6"
"830",830,42,"1","42-1-830",830,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","138","27","6"
"831",831,42,"1","42-1-831",831,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","139","26","6"
"832",832,42,"1","42-1-832",832,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","144","30","6"
"833",833,42,"1","42-1-833",833,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","133","33","6"
"834",834,42,"1","42-1-834",834,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","139","34","6"
"835",835,42,"1","42-1-835",835,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","116","33","6"
"836",836,42,"1","42-1-836",836,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","115","34","6"
"837",837,42,"1","42-1-837",837,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","115","36","6"
"838",838,42,"1","42-1-838",838,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","116","39","6"
"839",839,42,"1","42-1-839",839,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","116","39","6"
"840",840,42,"1","42-1-840",840,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","117","39","6"
"841",841,42,"1","42-1-841",841,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","117","37","6"
"842",842,42,"1","42-1-842",842,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","118","37","6"
"843",843,42,"1","42-1-843",843,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","120","36","6"
"844",844,42,"1","42-1-844",844,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","134","34","6"
"845",845,42,"1","42-1-845",845,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","113","31","6"
"846",846,42,"1","42-1-846",846,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","114","33","6"
"847",847,42,"1","42-1-847",847,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","114","36","6"
"848",848,42,"1","42-1-848",848,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","110","48","6"
"849",849,42,"1","42-1-849",849,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","120","40","6"
"850",850,42,"1","42-1-850",850,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","123","40","6"
"851",851,42,"1","42-1-851",851,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","129","36","6"
"852",852,42,"1","42-1-852",852,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","124","38","6"
"853",853,42,"1","42-1-853",853,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","128","41","6"
"854",854,42,"1","42-1-854",854,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","142","39","6"
"855",855,42,"1","42-1-855",855,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","115","41","6"
"856",856,42,"1","42-1-856",856,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","115","42","6"
"857",857,42,"1","42-1-857",857,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","117","35","6"
"858",858,42,"1","42-1-858",858,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","119","43","6"
"859",859,42,"1","42-1-859",859,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","115","42","6"
"860",860,42,"1","42-1-860",860,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","119","38","6"
"861",861,42,"1","42-1-861",861,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","120","37","6"
"862",862,42,"1","42-1-862",862,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","122","37","6"
"863",863,42,"1","42-1-863",863,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","142","42","6"
"864",864,42,"1","42-1-864",864,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","145","46","6"
"865",865,42,"1","42-1-865",865,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","145","48","6"
"866",866,42,"1","42-1-866",866,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","153","50","6"
"867",867,42,"1","42-1-867",867,"2018-06-14","Concurrence (in an opposed item)","None","None","Agreed To","157","52","6"
"868",868,42,"1","42-1-868",868,"2018-06-18","Bill: motion respecting Senate amendments","42-1-C-45","C-45","Agreed To","205","82","0"
"869",869,42,"1","42-1-869",869,"2018-06-19","Bill: time allocation","42-1-C-71","C-71","Agreed To","168","122","0"
"870",870,42,"1","42-1-870",870,"2018-06-19","Bill: third reading","42-1-C-69","C-69","Agreed To","171","136","0"
"871",871,42,"1","42-1-871",871,"2018-06-19","Bill: third reading","42-1-C-59","C-59","Agreed To","172","134","0"
"872",872,42,"1","42-1-872",872,"2018-06-19","Bill: third reading","42-1-C-59","C-59","Agreed To","259","47","0"
"873",873,42,"1","42-1-873",873,"2018-06-19","Bill: third reading","42-1-C-59","C-59","Agreed To","176","129","0"
"874",874,42,"1","42-1-874",874,"2018-06-19","Bill: amendment at report stage","42-1-C-64","C-64","Negatived","48","257","0"
"875",875,42,"1","42-1-875",875,"2018-06-19","Bill: concurrence at report stage","42-1-C-64","C-64","Agreed To","306","0","0"
"876",876,42,"1","42-1-876",876,"2018-06-20","Bill: third reading","42-1-S-218","S-218","Agreed To","300","0","0"
"877",877,42,"1","42-1-877",877,"2018-06-20","Bill: third reading","42-1-C-69","C-69","Agreed To","168","132","0"
"878",878,42,"1","42-1-878",878,"2018-06-20","Bill: third reading","42-1-C-69","C-69","Agreed To","169","131","0"
"879",879,42,"1","42-1-879",879,"2018-06-20","Bill: amendment at report stage","42-1-C-71","C-71","Negatived","85","212","0"
"880",880,42,"1","42-1-880",880,"2018-06-20","Bill: concurrence at report stage","42-1-C-71","C-71","Agreed To","212","85","0"
"881",881,42,"1","42-1-881",881,"2018-09-18","Bill: time allocation","42-1-C-79","C-79","Agreed To","256","44","2"
"882",882,42,"1","42-1-882",882,"2018-09-18","Bill: second reading","42-1-C-79","C-79","Negatived","48","242","2"
"883",883,42,"1","42-1-883",883,"2018-09-18","Bill: second reading","42-1-C-79","C-79","Agreed To","242","48","2"
"884",884,42,"1","42-1-884",884,"2018-09-19","Bill: third reading","42-1-S-228","S-228","Agreed To","210","79","0"
"885",885,42,"1","42-1-885",885,"2018-09-19","Bill: concurrence at report stage","42-1-C-375","C-375","Agreed To","210","81","0"
"886",886,42,"1","42-1-886",886,"2018-09-24","Bill: third reading","42-1-C-71","C-71","Agreed To","185","79","2"
"887",887,42,"1","42-1-887",887,"2018-09-25","Motion (opposition)","None","None","Negatived","127","151","0"
"888",888,42,"1","42-1-888",888,"2018-09-26","Bill: second reading","42-1-C-369","C-369","Agreed To","202","79","0"
"889",889,42,"1","42-1-889",889,"2018-10-02","Motion (opposition)","None","None","Negatived","45","245","0"
"890",890,42,"1","42-1-890",890,"2018-10-03","Bill: third reading","42-1-C-326","C-326","Agreed To","284","0","4"
"891",891,42,"1","42-1-891",891,"2018-10-03","Motion (opposition)","None","None","Negatived","82","200","4"
"892",892,42,"1","42-1-892",892,"2018-10-03","Motion (to proceed to Orders of the Day)","None","None","Agreed To","160","102","4"
"893",893,42,"1","42-1-893",893,"2018-10-03","Bill: time allocation","42-1-C-79","C-79","Agreed To","224","40","4"
"894",894,42,"1","42-1-894",894,"2018-10-03","Bill: amendment at report stage","42-1-C-79","C-79","Negatived","42","232","4"
"895",895,42,"1","42-1-895",895,"2018-10-03","Bill: amendment at report stage","42-1-C-79","C-79","Negatived","42","232","4"
"896",896,42,"1","42-1-896",896,"2018-10-03","Bill: concurrence at report stage","42-1-C-79","C-79","Agreed To","232","42","4"
"897",897,42,"1","42-1-897",897,"2018-10-16","Bill: third reading","42-1-C-79","C-79","Agreed To","236","44","2"
"898",898,42,"1","42-1-898",898,"2018-10-23","Bill: time allocation","42-1-C-83","C-83","Agreed To","150","117","0"
"899",899,42,"1","42-1-899",899,"2018-10-23","Bill: second reading","42-1-C-83","C-83","Negatived","84","198","2"
"900",900,42,"1","42-1-900",900,"2018-10-23","Bill: second reading","42-1-C-83","C-83","Agreed To","164","117","2"
"901",901,42,"1","42-1-901",901,"2018-10-23","Motion (opposition)","None","None","Agreed To","280","1","2"
"902",902,42,"1","42-1-902",902,"2018-10-24","Bill: second reading","42-1-S-245","S-245","Negatived","86","197","2"
"903",903,42,"1","42-1-903",903,"2018-10-24","Bill: concurrence at report stage","42-1-C-281","C-281","Agreed To","281","0","2"
"904",904,42,"1","42-1-904",904,"2018-10-24","Motion (private members' business)","None","None","Negatived","55","220","2"
"905",905,42,"1","42-1-905",905,"2018-10-25","Motion (to proceed to Orders of the Day)","None","None","Agreed To","153","95","0"
"906",906,42,"1","42-1-906",906,"2018-10-25","Bill: time allocation","42-1-C-76","C-76","Agreed To","149","75","0"
"907",907,42,"1","42-1-907",907,"2018-10-29","Motion (Ways and Means)","None","None","Agreed To","166","114","6"
"908",908,42,"1","42-1-908",908,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","88","197","6"
"909",909,42,"1","42-1-909",909,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","89","197","6"
"910",910,42,"1","42-1-910",910,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","34","252","6"
"911",911,42,"1","42-1-911",911,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","89","197","6"
"912",912,42,"1","42-1-912",912,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","89","197","6"
"913",913,42,"1","42-1-913",913,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","89","197","6"
"914",914,42,"1","42-1-914",914,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","123","163","6"
"915",915,42,"1","42-1-915",915,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Agreed To","197","89","6"
"916",916,42,"1","42-1-916",916,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","116","170","6"
"917",917,42,"1","42-1-917",917,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","123","163","6"
"918",918,42,"1","42-1-918",918,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","89","197","6"
"919",919,42,"1","42-1-919",919,"2018-10-29","Bill: amendment at report stage","42-1-C-76","C-76","Negatived","41","245","6"
"920",920,42,"1","42-1-920",920,"2018-10-29","Bill: concurrence at report stage","42-1-C-76","C-76","Agreed To","197","89","6"
"921",921,42,"1","42-1-921",921,"2018-10-30","Bill: recommittal to a committee","42-1-C-76","C-76","Negatived","130","161","2"
"922",922,42,"1","42-1-922",922,"2018-10-30","Bill: third reading","42-1-C-76","C-76","Agreed To","196","95","2"
"923",923,42,"1","42-1-923",923,"2018-10-30","Motion (private members' business)","None","None","Agreed To","291","0","2"
"924",924,42,"1","42-1-924",924,"2018-10-30","Motion (private members' business)","None","None","Agreed To","290","0","2"
"925",925,42,"1","42-1-925",925,"2018-10-31","Motion (to adjourn the House)","None","None","Negatived","77","164","0"
"926",926,42,"1","42-1-926",926,"2018-11-01","Motion (to proceed to Orders of the Day)","None","None","Agreed To","144","108","0"
"927",927,42,"1","42-1-927",927,"2018-11-06","Motion (to proceed to Orders of the Day)","None","None","Agreed To","170","114","0"
"928",928,42,"1","42-1-928",928,"2018-11-06","Bill: time allocation","42-1-C-86","C-86","Agreed To","165","125","0"
"929",929,42,"1","42-1-929",929,"2018-11-06","Motion (opposition)","None","None","Agreed To","301","0","0"
"930",930,42,"1","42-1-930",930,"2018-11-06","Bill: second reading","42-1-C-86","C-86","Negatived","83","212","0"
"931",931,42,"1","42-1-931",931,"2018-11-06","Bill: second reading","42-1-C-86","C-86","Agreed To","175","121","0"
"932",932,42,"1","42-1-932",932,"2018-11-06","Bill: second reading","42-1-C-86","C-86","Agreed To","167","129","0"
"933",933,42,"1","42-1-933",933,"2018-11-07","Bill: second reading","42-1-C-85","C-85","Agreed To","270","1","2"
"934",934,42,"1","42-1-934",934,"2018-11-07","Bill: third reading","42-1-C-375","C-375","Agreed To","198","76","2"
"935",935,42,"1","42-1-935",935,"2018-11-07","Bill: third reading","42-1-C-376","C-376","Agreed To","273","0","2"
"936",936,42,"1","42-1-936",936,"2018-11-07","Bill: second reading","42-1-C-316","C-316","Agreed To","272","0","2"
"937",937,42,"1","42-1-937",937,"2018-11-07","Bill: second reading","42-1-C-393","C-393","Negatived","10","263","2"
"938",938,42,"1","42-1-938",938,"2018-11-20","Bill: time allocation","42-1-C-75","C-75","Agreed To","168","119","0"
"939",939,42,"1","42-1-939",939,"2018-11-20","Motion (opposition)","None","None","Negatived","85","211","0"
"940",940,42,"1","42-1-940",940,"2018-11-20","Bill: amendment at report stage","42-1-C-75","C-75","Negatived","118","176","0"
"941",941,42,"1","42-1-941",941,"2018-11-20","Bill: concurrence at report stage","42-1-C-75","C-75","Agreed To","175","118","0"
"942",942,42,"1","42-1-942",942,"2018-11-21","Motion (private members' business)","None","None","Agreed To","267","0","0"
"943",943,42,"1","42-1-943",943,"2018-11-22","Motion (to proceed to Orders of the Day)","None","None","Agreed To","153","106","0"
"944",944,42,"1","42-1-944",944,"2018-11-23","Motion (for closure)","None","None","Agreed To","162","70","8"
"945",945,42,"1","42-1-945",945,"2018-11-23","Motion (to proceed to Orders of the Day)","None","None","Agreed To","161","63","8"
"946",946,42,"1","42-1-946",946,"2018-11-23","Government business","None","None","Negatived","38","172","8"
"947",947,42,"1","42-1-947",947,"2018-11-23","Government business","None","None","Agreed To","173","13","8"
"948",948,42,"1","42-1-948",948,"2018-11-23","Bill: second reading","42-1-C-89","C-89","Agreed To","140","17","8"
"949",949,42,"1","42-1-949",949,"2018-11-24","Bill: third reading","42-1-C-89","C-89","Negatived","37","169","8"
"950",950,42,"1","42-1-950",950,"2018-11-24","Bill: third reading","42-1-C-89","C-89","Agreed To","166","43","8"
"951",951,42,"1","42-1-951",951,"2018-11-27","Bill: time allocation","42-1-C-86","C-86","Agreed To","156","115","0"
"952",952,42,"1","42-1-952",952,"2018-11-27","Bill: amendment at report stage","42-1-C-86","C-86","Negatived","79","200","0"
"953",953,42,"1","42-1-953",953,"2018-11-27","Bill: amendment at report stage","42-1-C-86","C-86","Negatived","79","200","0"
"954",954,42,"1","42-1-954",954,"2018-11-27","Bill: amendment at report stage","42-1-C-86","C-86","Negatived","79","200","0"
"955",955,42,"1","42-1-955",955,"2018-11-27","Bill: amendment at report stage","42-1-C-86","C-86","Negatived","79","200","0"
"956",956,42,"1","42-1-956",956,"2018-11-27","Bill: amendment at report stage","42-1-C-86","C-86","Negatived","79","200","0"
"957",957,42,"1","42-1-957",957,"2018-11-27","Bill: amendment at report stage","42-1-C-86","C-86","Negatived","79","200","0"
"958",958,42,"1","42-1-958",958,"2018-11-27","Bill: concurrence at report stage","42-1-C-86","C-86","Agreed To","156","123","0"
"959",959,42,"1","42-1-959",959,"2018-11-27","Bill: recommittal to a committee","42-1-C-81","C-81","Negatived","115","163","0"
"960",960,42,"1","42-1-960",960,"2018-11-27","Bill: third reading","42-1-C-81","C-81","Agreed To","278","0","0"
